min: 14, max: 15, char: v, password: vdvvvvvsvvvvvfpv, valid: false
min: 10, max: 12, char: w, password: dxwwwwlwwwwkwlwpwdl, valid: true
min: 1, max: 3, char: w, password: wmwcwrfbpwtzwf, valid: false
min: 1, max: 6, char: j, password: bjjjjjjj, valid: false
min: 8, max: 13, char: f, password: ffffffffffffgf, valid: true
min: 1, max: 6, char: g, password: lghdgt, valid: true
min: 6, max: 8, char: s, password: sssslsfb, valid: false
min: 16, max: 17, char: c, password: cccccccccnmcccmkc, valid: false
min: 3, max: 4, char: z, password: zmzz, valid: true
min: 8, max: 11, char: c, password: cccccccdcccc, valid: true
min: 8, max: 15, char: p, password: lcnvhbjldhfsgwfvtbp, valid: false
min: 3, max: 4, char: q, password: qqqq, valid: true
min: 5, max: 7, char: b, password: bcpqbdq, valid: false
min: 1, max: 4, char: t, password: ttttttttttttdtttt, valid: false
min: 3, max: 14, char: v, password: cvlrwvzvjkdbdd, valid: true
min: 4, max: 8, char: l, password: fcdhlwwl, valid: false
min: 4, max: 5, char: m, password: mmmmpm, valid: true
min: 3, max: 4, char: h, password: hhqlhl, valid: true
min: 5, max: 6, char: r, password: mrrrqrr, valid: true
min: 4, max: 5, char: c, password: cvccc, valid: true
min: 11, max: 15, char: p, password: pppppppshpjpppszppp, valid: true
min: 6, max: 8, char: j, password: fjzbjjjjvkjj, valid: true
min: 3, max: 7, char: q, password: qqsqqqqq, valid: true
min: 1, max: 16, char: p, password: jpppqppppppvppdwp, valid: true
min: 2, max: 5, char: g, password: jgwlxzgbhpmqp, valid: true
min: 5, max: 6, char: p, password: pppppplppp, valid: false
min: 7, max: 18, char: r, password: wmbbsjrmmzzdlxbwcfhp, valid: false
min: 1, max: 4, char: w, password: wvwqn, valid: true
min: 6, max: 7, char: p, password: pppppcmp, valid: true
min: 15, max: 16, char: h, password: zhhhhhhhhhhhhhhhhh, valid: false
min: 2, max: 16, char: h, password: hrhhhhlthhwhqjhht, valid: true
min: 14, max: 17, char: k, password: kkkkkdkkkkxkkskkxkk, valid: true
min: 15, max: 16, char: d, password: dddddddddddddddf, valid: true
min: 2, max: 17, char: v, password: vwvvvvvvvvvbvvmvvr, valid: true
min: 7, max: 8, char: v, password: vvvvvvtd, valid: false
min: 1, max: 4, char: f, password: lftr, valid: true
min: 2, max: 4, char: h, password: hhrq, valid: true
min: 10, max: 15, char: s, password: qsnnssxsvtfssdssss, valid: true
min: 16, max: 17, char: n, password: nnnnnnnnnnnnnnnnn, valid: true
min: 1, max: 4, char: r, password: bldfswjgvrsf, valid: true
min: 10, max: 11, char: n, password: lnxknqwlnnxc, valid: false
min: 9, max: 14, char: k, password: tjxclnrddxnpmg, valid: false
min: 3, max: 10, char: v, password: tvvvqmvsvcvsc, valid: true
min: 3, max: 4, char: v, password: vnxrv, valid: false
min: 1, max: 6, char: k, password: kkgkdkmj, valid: true
min: 3, max: 4, char: h, password: jhbrh, valid: false
min: 8, max: 9, char: c, password: ctczkccknntcccrc, valid: true
min: 13, max: 14, char: t, password: ttsttdtcttttttj, valid: false
min: 1, max: 9, char: b, password: bfwjbbxbd, valid: true
min: 9, max: 10, char: m, password: xmdvtsbmgg, valid: false
min: 5, max: 6, char: w, password: wwwwww, valid: true
min: 2, max: 6, char: l, password: djlwlwkl, valid: true
min: 5, max: 6, char: h, password: hhvjtrkhh, valid: false
min: 3, max: 5, char: b, password: bsbbl, valid: true
min: 5, max: 7, char: p, password: vxpwppsppp, valid: true
min: 2, max: 4, char: d, password: zbnddd, valid: true
min: 3, max: 4, char: s, password: msjss, valid: true
min: 4, max: 7, char: l, password: llqllll, valid: true
min: 6, max: 18, char: w, password: wwwwwwwwwwwwwwwwwlw, valid: true
min: 13, max: 14, char: h, password: hqnlxqhfwlvhhh, valid: false
min: 7, max: 9, char: p, password: ppppppcphpp, valid: true
min: 5, max: 8, char: x, password: bjfxkbqxpzxhxwvxx, valid: true
min: 4, max: 5, char: h, password: hhhpphgh, valid: true
min: 4, max: 5, char: c, password: sczcccccc, valid: false
min: 4, max: 10, char: n, password: nnfnnnsdgnnsj, valid: true
min: 5, max: 6, char: j, password: jwjjmjj, valid: true
min: 1, max: 9, char: c, password: hcrlmrcdjwhqn, valid: true
min: 3, max: 5, char: x, password: xxjxvx, valid: true
min: 7, max: 13, char: x, password: xxvxxblxxnxxlx, valid: true
min: 3, max: 6, char: w, password: wwjwwwf, valid: true
min: 14, max: 18, char: m, password: mnmmmmmmmmmmmmjmmmm, valid: true
min: 3, max: 5, char: t, password: tslttjqvnb, valid: true
min: 1, max: 2, char: v, password: sfkvhj, valid: true
min: 2, max: 4, char: c, password: ccctc, valid: true
min: 5, max: 10, char: r, password: rrqptljvxtkrwsfdbr, valid: false
min: 3, max: 4, char: q, password: qbwqngvm, valid: false
min: 1, max: 4, char: t, password: nttnt, valid: true
min: 8, max: 10, char: f, password: fqmfrffftv, valid: false
min: 6, max: 7, char: h, password: hkhhhhhv, valid: true
min: 9, max: 17, char: f, password: hfzhbmrxsfwfxdffh, valid: false
min: 1, max: 10, char: t, password: tthttgtgtgttctt, valid: true
min: 2, max: 3, char: b, password: tlbsbcxzbfplpjlsvncg, valid: true
min: 8, max: 16, char: t, password: tdtttttpttttttttttt, valid: false
min: 8, max: 16, char: k, password: jkkmzlkkgvkkkwtj, valid: false
min: 13, max: 16, char: v, password: vvvvvvvnvvdvhvvw, valid: false
min: 7, max: 9, char: v, password: vvvvxvhlqvzmc, valid: false
min: 4, max: 6, char: l, password: gdjscq, valid: false
min: 9, max: 17, char: f, password: fffffqffsfffffffhff, valid: true
min: 4, max: 5, char: g, password: ggggb, valid: true
min: 2, max: 4, char: w, password: wnmh, valid: false
min: 7, max: 8, char: g, password: ggjgrqfgg, valid: false
min: 11, max: 13, char: k, password: rrkgxzkkqnljs, valid: false
min: 11, max: 15, char: v, password: vsvvvqvvvvwvvjcvvv, valid: true
min: 13, max: 15, char: c, password: ccccccccccccccvccc, valid: false
min: 1, max: 6, char: n, password: jpmcnjdbdn, valid: true
min: 3, max: 4, char: v, password: xvlffppmgzwvv, valid: true
min: 6, max: 12, char: j, password: jjjjjslsjbpj, valid: true
min: 10, max: 11, char: l, password: lrhljlqllldblll, valid: false
min: 8, max: 11, char: h, password: hdhghhczmxhhhhhw, valid: true
min: 2, max: 3, char: z, password: ztnt, valid: false
min: 6, max: 8, char: x, password: jxxxxqxmm, valid: false
min: 2, max: 6, char: n, password: nwnnntnnjt, valid: true
min: 8, max: 13, char: z, password: ztzzzzzbzzzzq, valid: true
min: 4, max: 13, char: v, password: vxvvvxvmvvvvvvhvv, valid: true
min: 11, max: 13, char: t, password: ntttftttxtstttwt, valid: true
min: 5, max: 6, char: d, password: dddznd, valid: false
min: 10, max: 15, char: t, password: trxttttttbbstttt, valid: true
min: 2, max: 4, char: t, password: tblp, valid: false
min: 8, max: 11, char: l, password: xllllllwlldl, valid: true
min: 12, max: 13, char: m, password: mmsmmmmmmmmvcm, valid: false
min: 3, max: 4, char: t, password: tthb, valid: false
min: 10, max: 12, char: c, password: cpsclccmccctccc, valid: true
min: 11, max: 12, char: k, password: pkkkrkkkkqkfkk, valid: false
min: 11, max: 13, char: v, password: vvbvvlvvvvvvt, valid: false
min: 6, max: 11, char: p, password: xkxfdpkkrdpb, valid: false
min: 13, max: 14, char: h, password: hhqskrdhrhphbb, valid: false
min: 2, max: 6, char: r, password: rdrrrr, valid: true
min: 1, max: 4, char: p, password: nppg, valid: true
min: 5, max: 6, char: h, password: hgpbhh, valid: false
min: 4, max: 5, char: l, password: mrgzlxlchgjgwrlmvxl, valid: true
min: 6, max: 11, char: b, password: bbbbbbbbbbbbb, valid: false
min: 2, max: 5, char: s, password: svsvss, valid: true
min: 10, max: 18, char: j, password: jjjdjjjjzjfjjjjjbj, valid: true
min: 1, max: 14, char: p, password: tjphtjfnbhhgrmzdp, valid: true
min: 2, max: 4, char: v, password: vvvv, valid: true
min: 5, max: 7, char: q, password: vqvnbqdqhwqxqv, valid: true
min: 6, max: 7, char: m, password: mmmmmlj, valid: false
min: 9, max: 10, char: g, password: ggggggggggg, valid: false
min: 7, max: 13, char: n, password: sqnjnnrnnfnnn, valid: true
min: 2, max: 4, char: f, password: fbrfkhfkfcgjfp, valid: false
min: 2, max: 3, char: b, password: wfwjlbx, valid: false
min: 16, max: 17, char: r, password: rrrrrrrrrdrrrrrrr, valid: true
min: 3, max: 7, char: b, password: vkksbzbbhpwb, valid: true
min: 2, max: 4, char: m, password: fmcr, valid: false
min: 9, max: 20, char: v, password: vfvvxnvvdwhvxvvvqlvj, valid: true
min: 6, max: 9, char: b, password: jgjrcbnftrlbhp, valid: false
min: 4, max: 9, char: x, password: hrqtpwzjxxx, valid: false
min: 7, max: 9, char: h, password: hhhhhxnhdh, valid: true
min: 7, max: 8, char: k, password: kkkkrtsphkk, valid: false
min: 6, max: 7, char: n, password: jnnnblnnj, valid: false
min: 10, max: 15, char: d, password: dddddddddkddddt, valid: true
min: 2, max: 8, char: p, password: npbdhcgpl, valid: true
min: 9, max: 10, char: x, password: xqxxxxxzxvx, valid: false
min: 5, max: 9, char: k, password: khtkkwkkxqm, valid: true
min: 1, max: 5, char: t, password: stttttttgttttt, valid: false
min: 5, max: 13, char: w, password: wwhfjkshrwfpnlwjjmq, valid: false
min: 4, max: 9, char: x, password: rzfrxzcxvxxx, valid: true
min: 3, max: 4, char: g, password: hgfgg, valid: true
min: 2, max: 3, char: n, password: nnnn, valid: false
min: 11, max: 14, char: j, password: jjjjjjjjjjjjjj, valid: true
min: 9, max: 10, char: m, password: mmmmmmmmmm, valid: true
min: 7, max: 8, char: m, password: mmmmzmkmjhhwzmmwp, valid: true
min: 2, max: 5, char: r, password: rrzrr, valid: true
min: 3, max: 4, char: w, password: vnwpww, valid: true
min: 5, max: 9, char: h, password: hzhhhhhjgmswvbxfr, valid: true
min: 6, max: 10, char: h, password: cvhhhlhhhz, valid: true
min: 4, max: 5, char: g, password: xxgggzg, valid: true
min: 1, max: 2, char: d, password: dddcf, valid: false
min: 5, max: 8, char: v, password: vvvvvvvpxv, valid: true
min: 7, max: 9, char: b, password: bbkbjbpsbbbbtkblmr, valid: true
min: 6, max: 8, char: f, password: fffffmfgfff, valid: false
min: 2, max: 8, char: f, password: zfskzfjjwfjsf, valid: true
min: 4, max: 5, char: v, password: lvdvdvv, valid: true
min: 4, max: 5, char: p, password: ppbkrjp, valid: false
min: 6, max: 14, char: z, password: zzzzzrzzzzzzzhzzw, valid: true
min: 5, max: 7, char: g, password: cbbfngwggzs, valid: false
min: 2, max: 4, char: n, password: nfpnnhnkpgmjdgc, valid: true
min: 11, max: 14, char: h, password: hhhqchbhhhwhhhqjjhhn, valid: true
min: 5, max: 7, char: q, password: qqqqqqq, valid: true
min: 2, max: 3, char: s, password: sssjs, valid: false
min: 11, max: 17, char: w, password: wwwxwwwwwwhwwwwwrwww, valid: true
min: 12, max: 13, char: n, password: nnhtsnxqndxnlnnn, valid: false
min: 8, max: 10, char: j, password: jjjjjjjhjj, valid: true
min: 15, max: 16, char: z, password: zzzzzzzzzzzzzzzg, valid: true
min: 2, max: 5, char: j, password: jfjpk, valid: true
min: 1, max: 10, char: z, password: mzfzzzzzzpzzz, valid: true
min: 13, max: 15, char: v, password: vcvvrvdvvvvvvvvvvv, valid: true
min: 11, max: 12, char: j, password: jljjljqjvjmhjjj, valid: false
min: 1, max: 7, char: c, password: cctccvv, valid: true
min: 6, max: 17, char: s, password: slqssbsswsssszswsss, valid: true
min: 16, max: 17, char: s, password: klksgsgtpsnrpslzs, valid: false
min: 12, max: 13, char: m, password: mmmmmmmmmxmmfm, valid: true
min: 18, max: 20, char: v, password: vvvvvvrvvvvvvvvvvlvs, valid: false
min: 18, max: 19, char: d, password: ddddddddddddddddddv, valid: true
min: 4, max: 5, char: p, password: srsjp, valid: false
min: 2, max: 5, char: d, password: czvdk, valid: false
min: 5, max: 11, char: w, password: pwgbslprbkk, valid: false
min: 15, max: 16, char: b, password: bbbbbbbbbbjbbbbqnb, valid: true
min: 7, max: 8, char: h, password: hhhhhwxt, valid: false
min: 11, max: 12, char: g, password: ggggggggtqggg, valid: true
min: 10, max: 11, char: m, password: mmmmmmmmmfk, valid: false
min: 4, max: 6, char: m, password: qvlmmbmmmdrmpcqmmfq, valid: false
min: 1, max: 10, char: r, password: xrrrrdrrrnrvzrrrrmrr, valid: false
min: 5, max: 9, char: p, password: pljpvppkgc, valid: false
min: 13, max: 14, char: j, password: jjjjjjjqjjjjwv, valid: false
min: 6, max: 8, char: g, password: gggggggqg, valid: true
min: 2, max: 7, char: b, password: bbkkdwb, valid: true
min: 3, max: 16, char: q, password: fqqqqlqqqqqqqqqhqqqh, valid: true
min: 3, max: 5, char: x, password: xfjxv, valid: false
min: 1, max: 2, char: h, password: hhtkkpvhk, valid: false
min: 1, max: 13, char: d, password: dddddddddddddddddd, valid: false
min: 7, max: 8, char: x, password: kxxvngmqxcrqsxxlx, valid: false
min: 1, max: 4, char: m, password: zvmr, valid: true
min: 1, max: 11, char: n, password: wnfnnnsnftrnnfn, valid: true
min: 6, max: 13, char: h, password: gcrjcphhhhpgh, valid: false
min: 1, max: 4, char: h, password: jghv, valid: true
min: 7, max: 10, char: m, password: mvtqpjmvvmvgp, valid: false
min: 4, max: 7, char: j, password: pjjhjjjj, valid: true
min: 4, max: 5, char: c, password: ccmcc, valid: true
min: 1, max: 3, char: d, password: ddddd, valid: false
min: 2, max: 4, char: g, password: gdglgwn, valid: true
min: 3, max: 8, char: z, password: mbzznvds, valid: false
min: 3, max: 11, char: k, password: fkjttkdkkqbkkkkr, valid: true
min: 5, max: 10, char: n, password: nnnnwvnnncnnnnn, valid: false
min: 1, max: 5, char: p, password: wdnxzn, valid: false
min: 2, max: 4, char: h, password: phhhhhth, valid: false
min: 10, max: 12, char: p, password: ppwpwkpgppvppppr, valid: true
min: 2, max: 6, char: r, password: cdrxrrfrrztbq, valid: true
min: 6, max: 15, char: g, password: gpjggfgcglqgfggw, valid: true
min: 3, max: 4, char: q, password: qfqgq, valid: true
min: 2, max: 6, char: m, password: mmmmmf, valid: true
min: 10, max: 11, char: f, password: fffffffffff, valid: true
min: 5, max: 12, char: g, password: bvggjfggkggggrqn, valid: true
min: 5, max: 16, char: q, password: qbqjqqqxzqqqnqmhqq, valid: true
min: 3, max: 5, char: g, password: gggggg, valid: false
min: 3, max: 6, char: w, password: wzpxfbkkwtfdswwq, valid: true
min: 6, max: 7, char: x, password: xccxxrwfp, valid: false
min: 12, max: 13, char: q, password: qqqqqqqqqqqqq, valid: true
min: 7, max: 12, char: k, password: kpkkkktkkkkf, valid: true
min: 5, max: 7, char: f, password: kjlffrf, valid: false
min: 9, max: 12, char: b, password: rnlzpmxcbbbbbzb, valid: false
min: 7, max: 16, char: t, password: tztqtdvrrtgtzjtbtpt, valid: true
min: 14, max: 15, char: g, password: ghkblgpbgbrtdgg, valid: false
min: 6, max: 10, char: h, password: hdtqhhhhmlhh, valid: true
min: 6, max: 13, char: g, password: gggggzgggwggl, valid: true
min: 7, max: 9, char: v, password: kvtqvdsvvvwvpvgkhfl, valid: true
min: 10, max: 12, char: b, password: bbbbbbbbbmbtbbbb, valid: false
min: 11, max: 18, char: d, password: ddbddldhgzpkdcdddwd, valid: false
min: 12, max: 13, char: k, password: kkklkkkkkkkkkk, valid: true
min: 3, max: 4, char: v, password: rdvztvgv, valid: true
min: 4, max: 9, char: n, password: zzjtntjcdlt, valid: false
min: 11, max: 14, char: r, password: rrrrgrrrrbrrrrrrrrr, valid: false
min: 1, max: 4, char: q, password: qkvq, valid: true
min: 2, max: 9, char: z, password: wgpmpmxdz, valid: false
min: 13, max: 19, char: p, password: pmpqjpppppppjpppppkp, valid: true
min: 3, max: 4, char: s, password: smxwrsmt, valid: false
min: 1, max: 5, char: m, password: mmsmhmm, valid: true
min: 11, max: 14, char: p, password: pptmpppnpppspp, valid: false
min: 11, max: 12, char: c, password: crcccpccfpcncccc, valid: true
min: 17, max: 18, char: x, password: xnqxxxxxxxxxxxxxxxxx, valid: true
min: 1, max: 2, char: v, password: cppsvk, valid: true
min: 4, max: 6, char: p, password: gnpppg, valid: false
min: 2, max: 9, char: r, password: krbjwprvrrsmrbrjcfl, valid: true
min: 2, max: 12, char: x, password: cnqxhvppvzkxc, valid: true
min: 1, max: 4, char: g, password: bgggg, valid: true
min: 3, max: 4, char: j, password: jjjj, valid: true
min: 4, max: 6, char: l, password: lwnlljgsdtl, valid: true
min: 1, max: 8, char: v, password: vvfhxlcq, valid: true
min: 11, max: 17, char: s, password: wsssmjsjbfstglsss, valid: false
min: 6, max: 10, char: p, password: pprkpdpsgvm, valid: false
min: 13, max: 15, char: r, password: rrqrrrrrrrrrrrrr, valid: true
min: 3, max: 4, char: v, password: vvvj, valid: true
min: 1, max: 10, char: k, password: kxprmfhcqkcknpqqggt, valid: true
min: 9, max: 10, char: k, password: lrkkkkkkxtk, valid: false
min: 2, max: 14, char: r, password: rrdtrmxjwrxgrv, valid: true
min: 8, max: 12, char: q, password: qqqqqqqwqqqqq, valid: true
min: 4, max: 7, char: v, password: vvddhcs, valid: false
min: 3, max: 4, char: h, password: ghhzsvfkghshhz, valid: false
min: 9, max: 12, char: z, password: zzwctlnpzlzzzbhz, valid: false
min: 14, max: 16, char: w, password: wwwwwwwwwwwwwlwlwwww, valid: false
min: 11, max: 16, char: r, password: frrrrrrrrgrnfrrcdr, valid: true
min: 2, max: 3, char: l, password: jrlkln, valid: true
min: 11, max: 12, char: w, password: dhwpwzdpwzkf, valid: false
min: 8, max: 12, char: h, password: shpthhjhlhhhsd, valid: false
min: 4, max: 5, char: n, password: nnnnnnnnnnnnn, valid: false
min: 5, max: 9, char: d, password: dddtqdddm, valid: true
min: 2, max: 8, char: p, password: kpkhwtptjl, valid: true
min: 1, max: 9, char: k, password: rhvfjdgmjfckqnbjkxk, valid: true
min: 8, max: 12, char: s, password: srsfbqgqcjgstkldlzbj, valid: false
min: 10, max: 11, char: x, password: xkmxbndwvxx, valid: false
min: 10, max: 19, char: k, password: zksnmwtkdkzkkxnvkjk, valid: false
min: 4, max: 5, char: f, password: qjnfpsfqqfgmf, valid: true
min: 1, max: 9, char: f, password: fvfffprxffffsphpfff, valid: false
min: 2, max: 9, char: j, password: njgjjjbqjnmjxbhj, valid: true
min: 2, max: 5, char: z, password: zzzxzbfp, valid: true
min: 8, max: 15, char: f, password: ffffdqflmfffffrfw, valid: true
min: 5, max: 15, char: c, password: cxmltcccmcmgvjg, valid: true
min: 2, max: 3, char: p, password: pzqp, valid: true
min: 2, max: 8, char: d, password: fttcqdzdq, valid: true
min: 6, max: 10, char: p, password: sgphkqkspxbpfsjd, valid: false
min: 5, max: 6, char: p, password: pppppf, valid: true
min: 5, max: 15, char: r, password: rrrgrrrrsrcrrrnr, valid: true
min: 11, max: 12, char: t, password: ttttttttttlt, valid: true
min: 10, max: 11, char: w, password: wwwwwwwhxtwwww, valid: true
min: 9, max: 10, char: h, password: wklhbssjkr, valid: false
min: 9, max: 14, char: j, password: rjjgjjjfhjjpnbjjjj, valid: true
min: 2, max: 3, char: d, password: dddd, valid: false
min: 6, max: 14, char: q, password: qqqqqkqmqqqqqqq, valid: true
min: 14, max: 15, char: w, password: wwwwwwwwwwlwwxw, valid: false
min: 5, max: 9, char: s, password: vzssssssn, valid: true
min: 13, max: 14, char: n, password: nnnnnnnnnnnnxt, valid: false
min: 1, max: 9, char: w, password: cpwtwvngszwwzpwwcw, valid: true
min: 1, max: 2, char: n, password: nnnnnn, valid: false
min: 7, max: 18, char: b, password: bbbbbwbbbbbbbbbbrbb, valid: true
min: 4, max: 7, char: f, password: pfgfwhw, valid: false
min: 7, max: 13, char: q, password: qqqqqqsqqqqqhqqqq, valid: false
min: 3, max: 10, char: n, password: gnpjzgndrntnb, valid: true
min: 9, max: 13, char: q, password: qlqqqqqqqqrrqpqh, valid: true
min: 16, max: 19, char: m, password: mrqcmmpmmmmmmmmcqmfm, valid: false
min: 5, max: 11, char: p, password: fgkdvbqwpsfbpjpprgp, valid: true
min: 7, max: 11, char: q, password: fqqwdqfkqqqrssqqtp, valid: true
min: 5, max: 6, char: t, password: trtfkvg, valid: false
min: 17, max: 18, char: h, password: hhhhhhhhhhhhhhhhhh, valid: true
min: 6, max: 18, char: l, password: lllllklllllllllllbll, valid: true
min: 4, max: 9, char: q, password: hqqxqqqql, valid: true
min: 1, max: 5, char: j, password: jjjjnjjjj, valid: false
min: 3, max: 4, char: g, password: jxggg, valid: true
min: 14, max: 16, char: j, password: zljnjjsjjjjjjjjjfjjj, valid: true
min: 7, max: 9, char: m, password: pmzmmzjmxpcbrqnmmmm, valid: true
min: 3, max: 7, char: z, password: zlczjzlnrtkfss, valid: true
min: 2, max: 15, char: s, password: xzswpvgnwwjkzws, valid: true
min: 15, max: 16, char: z, password: zkzzzzzztzqzzzwzzzz, valid: true
min: 6, max: 12, char: f, password: fcffffffpfffhx, valid: true
min: 9, max: 14, char: p, password: kptdgpcvplhjhnppst, valid: false
min: 9, max: 11, char: h, password: hhhhhhhhhhmhx, valid: true
min: 2, max: 3, char: c, password: cccc, valid: false
min: 8, max: 18, char: s, password: sszslksjsrsssssssws, valid: true
min: 1, max: 6, char: h, password: rgvjlphbbhhhnkzz, valid: true
min: 2, max: 7, char: r, password: rlzrhrrrk, valid: true
min: 17, max: 19, char: h, password: hhhhhhhhhhhhhhhhhhhh, valid: false
min: 2, max: 4, char: j, password: wjzjqj, valid: true
min: 5, max: 6, char: b, password: bbbvdx, valid: false
min: 7, max: 13, char: k, password: ztqlwthlsdkrdww, valid: false
min: 1, max: 2, char: m, password: tmmm, valid: false
min: 16, max: 19, char: d, password: ddcddddddjdjdddpddd, valid: false
min: 2, max: 3, char: n, password: tvxj, valid: false
min: 13, max: 14, char: z, password: zzzzzzzzzzzzpz, valid: true
min: 6, max: 7, char: x, password: xxxxxxl, valid: true
min: 2, max: 3, char: q, password: qnrw, valid: false
min: 7, max: 10, char: l, password: ljlvfhgrmllkhlxlq, valid: false
min: 2, max: 4, char: b, password: bbbq, valid: true
min: 16, max: 17, char: h, password: hshhhhhhhmhhhhhckh, valid: false
min: 1, max: 6, char: r, password: rrkrrr, valid: true
min: 14, max: 16, char: n, password: nnnnnnnnnnnnnnqnnn, valid: false
min: 5, max: 11, char: h, password: fhhlhhhhhhjktdhngj, valid: true
min: 3, max: 4, char: g, password: gzgdvgqgq, valid: true
min: 2, max: 4, char: r, password: hvrg, valid: false
min: 7, max: 11, char: b, password: bbgcbbbqbwsbgbbbk, valid: true
min: 5, max: 9, char: m, password: hfpmxpmvmb, valid: false
min: 17, max: 20, char: v, password: vvvtvtvvvvvvvvvvqvvb, valid: false
min: 1, max: 20, char: z, password: pszbttwrmqvlrgkmmlwz, valid: true
min: 9, max: 16, char: h, password: hhhhhhhhhhhhhbhth, valid: true
min: 1, max: 2, char: n, password: nhnhh, valid: true
min: 1, max: 10, char: n, password: wnnnnnnfnrnn, valid: true
min: 1, max: 5, char: k, password: sjkkk, valid: true
min: 1, max: 7, char: k, password: lklkkkpkk, valid: true
min: 4, max: 6, char: n, password: nnnznwn, valid: true
min: 14, max: 15, char: s, password: sssssssssssssds, valid: true
min: 9, max: 14, char: z, password: zzzzjzbzzzzzzzz, valid: true
min: 16, max: 19, char: g, password: ggggfrgzgggggggnggg, valid: false
min: 9, max: 13, char: v, password: vphvvvvvvjvvvmvv, valid: true
min: 2, max: 3, char: l, password: lvvxpvvqzhdzrk, valid: false
min: 4, max: 7, char: c, password: qdhclzccwcbmvcsz, valid: true
min: 5, max: 8, char: s, password: stsskssws, valid: true
min: 3, max: 4, char: c, password: kbxp, valid: false
min: 2, max: 10, char: b, password: dtlqbbsvzbbklbgbf, valid: true
min: 8, max: 10, char: s, password: smsslsbrsbcvsjsts, valid: true
min: 2, max: 4, char: k, password: kkkkl, valid: true
min: 15, max: 16, char: x, password: xxzxfxxrdxxfxpxrxn, valid: false
min: 11, max: 18, char: h, password: hhnrdhhhhhhhhhhhjxh, valid: true
min: 1, max: 2, char: n, password: plzvhknwjn, valid: true
min: 4, max: 9, char: w, password: wwzkwwwwxww, valid: true
min: 2, max: 3, char: l, password: lllp, valid: true
min: 3, max: 9, char: j, password: fkzjnhqzpjjd, valid: true
min: 4, max: 6, char: k, password: skkltk, valid: false
min: 3, max: 4, char: k, password: klvkkkk, valid: false
min: 3, max: 4, char: k, password: kkkg, valid: true
min: 10, max: 11, char: d, password: bqdkzpxnfdd, valid: false
min: 12, max: 14, char: r, password: rqrrrrrrrrrlfxrr, valid: true
min: 2, max: 3, char: r, password: znrf, valid: false
min: 1, max: 4, char: j, password: hgzjjtnw, valid: true
min: 1, max: 6, char: w, password: mwwtwwww, valid: true
min: 14, max: 16, char: d, password: spddddtddzjsbdcx, valid: false
min: 3, max: 4, char: x, password: xxbf, valid: false
min: 11, max: 12, char: r, password: vrrrkdrsrnhrnrvrr, valid: false
min: 1, max: 4, char: c, password: clmw, valid: true
min: 3, max: 8, char: t, password: ztvndgtx, valid: false
min: 7, max: 10, char: z, password: zzzzzzzzzzzzzv, valid: false
min: 4, max: 12, char: t, password: tbrthtwtchtt, valid: true
min: 1, max: 7, char: h, password: hwhqrvhqhfh, valid: true
min: 4, max: 7, char: s, password: ssfssss, valid: true
min: 5, max: 13, char: s, password: kjtsspjmzrfxp, valid: false
min: 4, max: 7, char: z, password: zzzzzzzz, valid: false
min: 5, max: 15, char: h, password: gvhhrscmwmdhhhghhn, valid: true
min: 7, max: 8, char: r, password: rrrrrrns, valid: false
min: 6, max: 9, char: r, password: zrrrrrddr, valid: true
min: 7, max: 15, char: v, password: vvghgtjwwvzwhrk, valid: false
min: 14, max: 17, char: c, password: cccccsccccccnbtchc, valid: false
min: 2, max: 3, char: k, password: kgrgr, valid: false
min: 15, max: 17, char: k, password: kkkkkkkkkkkkkkvkk, valid: true
min: 10, max: 11, char: f, password: fffffffffvj, valid: false
min: 6, max: 8, char: r, password: prdnmrrzg, valid: false
min: 3, max: 4, char: f, password: kcfx, valid: false
min: 4, max: 5, char: k, password: kkkkkz, valid: true
min: 4, max: 15, char: t, password: ztttttqhcpstwtt, valid: true
min: 1, max: 6, char: g, password: cvgghtg, valid: true
min: 9, max: 15, char: j, password: jtrxvjtjhjjjsjj, valid: false
min: 9, max: 10, char: f, password: fffcffffff, valid: true
min: 10, max: 11, char: r, password: hjflczjkqrq, valid: false
min: 3, max: 8, char: k, password: jssmkkkbpkkjsvnhwkh, valid: true
min: 6, max: 10, char: g, password: ngggkggmbggtcgg, valid: true
min: 15, max: 16, char: x, password: xxxxxxxxxxxcxxjx, valid: false
min: 8, max: 9, char: k, password: kkkkkkkkn, valid: true
min: 7, max: 8, char: b, password: rbbbbbxdbb, valid: true
min: 2, max: 5, char: w, password: wwwdwmkhvd, valid: true
min: 1, max: 6, char: v, password: hfpwkxgvv, valid: true
min: 12, max: 14, char: z, password: zzzzzzzzzzzjzz, valid: true
min: 14, max: 16, char: s, password: ssrsmssssssssssss, valid: true
min: 3, max: 6, char: z, password: zdmzjkc, valid: false
min: 2, max: 4, char: m, password: mmbb, valid: true
min: 13, max: 18, char: w, password: lwwwwwkrwwwwwwwwwksw, valid: true
min: 5, max: 6, char: r, password: bwjrjgrrrrjbg, valid: true
min: 5, max: 9, char: r, password: rrxmrrlrrj, valid: true
min: 2, max: 4, char: g, password: gggk, valid: true
min: 5, max: 10, char: s, password: ssssgmssrscptfrc, valid: true
min: 6, max: 8, char: q, password: qqqqqzqqq, valid: true
min: 16, max: 17, char: m, password: kmmmmmqmxmlpsmmmm, valid: false
min: 7, max: 10, char: t, password: thxvtttztttjttvtkrcc, valid: true
